gene,pearson_r,n_spots
RMND5B,0.0345838827613516,387
SEMA4B,0.034438444490387396,387
KYNU,0.03431898805723186,387
XBP1,0.03430125568793672,387
GALNT7,0.034247538533155514,387
DDX43,0.03419265000486014,387
CYP4F11,0.03414010589949499,387
MTSS2,0.03409963999067189,387
COL8A2,0.033993718256320464,387
PCED1B,0.03388560426265979,387
LPXN,0.03370547903485366,387
SYNE2,0.03368231142088103,387
HK2,0.0335915267611895,387
CHML,0.033525069036847086,387
MX2,0.033461460497204505,387
CLBA1,0.03329974242653392,387
IARS2,0.03309613514197604,387
CYBB,0.032882837205408126,387
ZNF628,0.03278390469674906,387
TMEM86A,0.0327546504112586,387
MDK,0.032686654634836936,387
PLCD3,0.03260309198548381,387
NDUFS4,0.03258152516535387,387
RALGAPA1,0.032566939641767274,387
NDN,0.03252228811363669,387
EML1,0.03246388564495949,387
B4GALT4,0.032347637440763154,387
BTBD10,0.03233144305055388,387
SPOCK2,0.032305515643503674,387
CHCHD4,0.03223900608438696,387
HLA-DQA2,0.032214232301920595,387
IRS1,0.03205853521626818,387
CTLA4,0.031962667519120226,387
MYO5C,0.03189660361606155,387
PYURF,0.03183048207045447,387
EMCN,0.03180367142825803,387
CD109,0.03168472901848404,387
B3GALT6,0.03167721161618627,387
PLAAT4,0.03162927459132965,387
LIPE,0.03162634771990265,387
PBK,0.031626193905287,387
PIM1,0.031540606985624206,387
IFIH1,0.03150463593600869,387
ABI3,0.031404956302112035,387
TOMM70,0.03113371263447718,387
NREP,0.03108415915855945,387
DCTN6,0.030983815938814566,387
AKR1B1,0.030904153323184542,387
CFAP61,0.030874039888441483,387
PTHLH,0.030866135606471366,387
SH3PXD2A,0.030807824164919086,387
FOSB,0.03074801569617691,387
CD163L1,0.030610260519364853,387
MRO,0.030573875103360775,387
C16orf46,0.030465043406921716,387
KRT80,0.03042826617576163,387
PGAM2,0.03041724173490762,387
GCNT1,0.030388401914909956,387
FUT2,0.03032526193889803,387
KLK10,0.030270749384536392,387
SHH,0.030253074311803987,387
ADCY7,0.030183373008647305,387
TTC28,0.029908798861034844,387
GPC1,0.0298622867979784,387
SLC27A5,0.02973725446453746,387
CHCHD10,0.02954349991340978,387
ZBTB21,0.029464080244151203,387
ZNF576,0.029411033205272018,387
PODXL,0.02933171884487859,387
KLK6,0.029326565064899716,387
ZNF765,0.029263748178844844,387
FHL2,0.029167468958642577,387
KIF24,0.02914357429288375,387
CEP126,0.029062618321342822,387
GNE,0.02889363952001641,387
MALSU1,0.028839228456078683,387
TMEM19,0.028733420655321536,387
LHFPL6,0.028651168764874557,387
EFL1,0.028628654123341583,387
ZFYVE21,0.02850949513938418,387
INTS10,0.028453541090869356,387
ICAM1,0.0284440812852767,387
PLVAP,0.028444036274286738,387
TCIRG1,0.02838523179677107,387
SPTBN5,0.028229870406415936,387
FKBP7,0.02809427439504749,387
NTM,0.02807930229357004,387
OSBPL11,0.027967071690922645,387
PPP1R14D,0.02793189684670967,387
CTSG,0.02789120353630643,387
IL2RG,0.02752937099803074,387
ADIPOR2,0.027522616801392154,387
TSHZ1,0.027470456389563486,387
MMP19,0.027388826127665255,387
DIABLO,0.0272882588741738,387
UBE2F,0.02723600598773905,387
IFI27L1,0.02714528079323801,387
COLEC12,0.027015182158204025,387
UBXN10,0.026955498766225248,387
TRIB1,0.026834551422037767,387
LAD1,0.026770571004693256,387
UAP1,0.02676061645753619,387
TCEA3,0.026688824620448044,387
SCO2,0.026599449184778988,387
VPS4B,0.02654576577571526,387
STAB1,0.026538857870762267,387
TNRC6C,0.026321452149401143,387
ACOT13,0.026286918844233523,387
SNX4,0.02622937430699347,387
CRY1,0.026153880259616197,387
ZFPL1,0.026100263025774943,387
ACKR3,0.026067694333820397,387
SYTL3,0.025989047198053637,387
BMERB1,0.0259870079453941,387
ITPKB,0.025940767139162886,387
FCGR3A,0.025860102075732392,387
STOML3,0.02582129455745728,387
PIWIL1,0.025694522544897118,387
S1PR1,0.02562863998670521,387
PDE1B,0.025620656251781934,387
GABRD,0.02561942853378262,387
FBXL13,0.02561338223470347,387
ROR1,0.025569692566015517,387
GAB1,0.02550049026474346,387
RASSF8,0.02532299959035099,387
TEK,0.02529936511995168,387
STK4,0.02528371560268923,387
KRT17,0.025199961366525563,387
PLXNC1,0.025136078150245867,387
PLEKHH3,0.02492041426802443,387
FAM117B,0.024918586809678078,387
CD3G,0.024903543135335597,387
DNAJB5,0.024899588109934527,387
PTGS1,0.024841515519273872,387
MYPOP,0.0248012510143662,387
TEAD2,0.024583538648888154,387
STAM,0.024447659707463574,387
CD38,0.024319244291344768,387
MDFI,0.02431081803498464,387
FEZ1,0.02426716362896701,387
ACOT11,0.02424539597626892,387
PRAC2,0.024177519517599895,387
BTLA,0.024042846052628155,387
CA9,0.023804499587602102,387
ETS1,0.023774131760172602,387
SYDE1,0.023729733341010886,387
TCFL5,0.023602813728085155,387
ST3GAL1,0.023586698025930726,387
TLCD3A,0.023572711037742475,387
SCNN1B,0.023567202608149842,387
METRN,0.023515372104858826,387
TFAP2C,0.023442236041350227,387
SCML4,0.023305341996477446,387
ZNF841,0.02322853510147984,387
ITGA3,0.02321706729840713,387
BACE1,0.023203231838933684,387
NRXN3,0.02310193085351649,387
ZNF684,0.023032442185845076,387
IQANK1,0.02285669719854937,387
SSC5D,0.02281015150270289,387
TMEM30B,0.022748454347032043,387
PLEKHG2,0.022742005791633622,387
MAP3K21,0.022706439678797624,387
MMD,0.022696143865152032,387
TDGF1,0.022667248830600898,387
THOC7,0.022630158327258343,387
KRT19,0.02257733619839614,387
CASP8AP2,0.022562329850953577,387
CAT,0.022478283971394567,387
SESN2,0.02245685092336772,387
ALG10B,0.02238224995561126,387
KLRC3,0.02223394020243856,387
DNAJC16,0.022071125480296484,387
LACTB2,0.02199447622257965,387
COQ10B,0.02190703712041487,387
TNS2,0.02190229464353424,387
TESK2,0.021897702472914594,387
MTMR12,0.0217275761244576,387
PLXNA2,0.021727373750311346,387
CDCP1,0.021724438325744104,387
SGK1,0.02169146430913758,387
ARMCX4,0.021691415537897937,387
CORO1A,0.02168134836807008,387
S1PR2,0.021620054900538626,387
MMP15,0.021510410739216952,387
ZNF326,0.021460302172200477,387
LY96,0.021451649052898782,387
APOBEC3F,0.021404844305446362,387
AP5B1,0.021309472357193698,387
EXOC5,0.02111220931643002,387
ERN2,0.021025390539546003,387
CSF3,0.020784280740854387,387
KMO,0.020767228171147428,387
ADAMTSL4,0.020663127949156354,387
MCUB,0.020660687993140966,387
PDPN,0.02066064770845142,387
FASTKD5,0.020628093363017044,387
UNC13B,0.02061003819809938,387
ZSCAN2,0.02056180716203236,387
PLD1,0.020512419333687897,387
HLA-DPA1,0.02046478816583834,387
GTF2H3,0.02022141570530893,387
RPUSD4,0.02013583607885656,387
FERMT3,0.020088980458167004,387
B3GNT9,0.020042001263733386,387
TRAM2,0.020027769909645412,387
MT3,0.020012955534486693,387
HARS2,0.019985364233186625,387
ISG15,0.019972545518407433,387
NDUFA4L2,0.019882295930715548,387
ITGA7,0.019846823077539235,387
BTRC,0.019802077434991124,387
LAIR1,0.019717566767226958,387
DTX3,0.019710848600013514,387
ZBTB25,0.019685361725886374,387
TNS4,0.019676934761855776,387
ABCG1,0.019615167335000325,387
SRGAP2C,0.01959398189278835,387
RHBDL1,0.01957377517153546,387
CTH,0.019569093905499862,387
NT5E,0.01955659998653504,387
GCLC,0.019428717779828537,387
BCL11B,0.019364476386070473,387
ZNF469,0.019215407300068765,387
ALPL,0.019016425370606056,387
RARRES1,0.01900636518553245,387
ADRA2A,0.018905588132165654,387
NR0B2,0.0188832530384995,387
CREB5,0.01887943410315971,387
TLR2,0.01873245889382937,387
SMARCA1,0.01872734230488407,387
GLRX3,0.018541812690707524,387
BMP2K,0.018343337676469555,387
TSPAN33,0.01825379148934898,387
VDAC2,0.01823464713836714,387
ABCD4,0.01792970909154519,387
KCNE4,0.017906305996202493,387
TMEM119,0.01788104226278215,387
OLFML2A,0.017547535167292683,387
ZHX2,0.01745185084255766,387
SCARF2,0.017449695160619873,387
DDA1,0.017402004275844103,387
SOCS7,0.017283498778731633,387
MYO19,0.017243946699463154,387
CDRT4,0.01722793059600322,387
ZNF585B,0.017167917435123397,387
UCN2,0.017101919792796117,387
C4orf19,0.016890029641205367,387
DUSP28,0.016748610952626003,387
NUAK2,0.016650264498280276,387
CSF3R,0.016539790543192,387
IFIT3,0.016531600262040855,387
WDR41,0.01646280907608491,387
CLSTN3,0.016446161469584424,387
HEXD,0.016433228482301533,387
TWIST1,0.01642148761196664,387
LRRC8B,0.016321400098495017,387
DCLK3,0.016259088086107595,387
EIF2B1,0.01617684793446725,387
CINP,0.016130389753375645,387
MAFF,0.015898755701757104,387
PSMC3IP,0.015708062709761904,387
RCN3,0.015592785982418261,387
EFHD1,0.015584074123508923,387
PTGS2,0.015483460129261405,387
CYFIP2,0.015460078705700661,387
ETFBKMT,0.015385499881072675,387
BAX,0.015313285675743965,387
FSTL1,0.01529471644469466,387
IFIT2,0.015289304364888932,387
PCF11,0.015244911147034345,387
KPNA6,0.01515802747885811,387
NANS,0.015153626866935664,387
TNNC1,0.015108989973494562,387
SLC39A8,0.015057782940046878,387
SOCS1,0.01502354982949159,387
EEF1AKMT2,0.014800193535449545,387
GPX7,0.014783501220835155,387
LYPLAL1,0.014696504349831937,387
MT-CO2,0.01461694818145075,387
RASSF6,0.014487700715813122,387
C3orf80,0.014432635192644226,387
SYNPO,0.014034803566331161,387
ARHGAP23,0.014003625800230598,387
PRR5L,0.01395549655168418,387
SIRT5,0.01391310999532986,387
MXD1,0.013904065488331785,387
MAGOHB,0.013887166043464436,387
WIPI1,0.013836832158644837,387
ZNF224,0.013777229059235238,387
HNF1B,0.013770414078226087,387
TOP3B,0.013619273269081416,387
ALDH7A1,0.013515802144576103,387
CA3,0.01338321343825798,387
ESRP1,0.013345707224498607,387
RFTN1,0.013259657109767018,387
PREX1,0.01301022345343353,387
LDB2,0.012968512351362902,387
CLIC5,0.012832515390447477,387
CERS6,0.012751207536867383,387
FBXO6,0.012601746927160245,387
PRRG3,0.012542641585142341,387
TDP2,0.012492870150676965,387
MFSD4A,0.012416386047374559,387
MYO5A,0.012414920512578486,387
EDNRB,0.01239488650690137,387
ETV3,0.0123681623493809,387
TMEM38B,0.012294079209960352,387
YOD1,0.012205174330666913,387
CXCL9,0.012112065957824387,387
OGFRL1,0.012073635144350343,387
COL5A1,0.01206745432287237,387
KIF27,0.011908108535294002,387
KIRREL1,0.011812601610760254,387
CTPS1,0.011714004656803346,387
FBXO4,0.011553649947003286,387
STRIP1,0.011499814568745959,387
OSM,0.011269909715246152,387
CAV2,0.011260464556815066,387
TTC22,0.011158285084369002,387
PPP1R10,0.011113047710082771,387
RAVER2,0.01110737257285868,387
S100B,0.011091737868168182,387
MYEOV,0.011033738975529499,387
RFLNA,0.010963699748475287,387
SPI1,0.010941289559217216,387
PLEKHS1,0.010874131586524987,387
RNF26,0.010854452016729643,387
GLI2,0.010770193281568106,387
NAT14,0.010745023577509326,387
DUSP14,0.010626021345080661,387
RIPPLY3,0.010610993254701,387
SWAP70,0.010604951350985667,387
DUSP8,0.010586979898957568,387
SYT11,0.01053711435187879,387
PDIK1L,0.010413962427902677,387
MEIS1,0.01039473504426587,387
GCNA,0.010307536775387816,387
MSANTD3,0.01012269493031278,387
CGREF1,0.010064458905638191,387
UNG,0.01005088822069722,387
NLN,0.009937211037146634,387
ORC1,0.009834242109734345,387
PHLDA1,0.00976362456412615,387
DTD1,0.009752745079141764,387
COL6A1,0.009720101745112847,387
ARSA,0.009377054353908358,387
IFIT1,0.009325379294980039,387
SLC4A11,0.009261473581725785,387
ARHGAP8,0.009165525189861943,387
LIF,0.008961121571521688,387
DDX60,0.008926910073069588,387
AP3B1,0.008811918329639734,387
NTRK2,0.008794827156822187,387
EFCC1,0.008788660037907594,387
SLC52A1,0.0087568986643321,387
RGS10,0.008662143488238468,387
TMEM234,0.008655813588283203,387
TIGIT,0.008520430624350013,387
CITED4,0.00842310032105482,387
NFAM1,0.008285983969354599,387
KLRD1,0.008283125617943433,387
CEP170,0.008218733761531424,387
HAS2,0.008213298437818978,387
HGSNAT,0.008046360339687475,387
FAIM2,0.007932362478075623,387
DPP3,0.007924729726943535,387
KREMEN2,0.007708977413508648,387
SMIM33,0.007704883650832399,387
STK40,0.007629821720940697,387
MED26,0.007628984962912559,387
GTPBP4,0.007384076067736749,387
TWIST2,0.007339098519767719,387
F2RL3,0.007328558356308739,387
VWA5A,0.007319524896973323,387
CIP2A,0.007313242545248219,387
PLBD1,0.007251750134634589,387
ELL2,0.0072130220890401124,387
SLC2A12,0.007199933690887665,387
FGFR4,0.006945012772100649,387
SH3BGR,0.006896627647718137,387
IL13RA2,0.006862912965763398,387
SCX,0.006825579621826315,387
GYG1,0.006823992875539753,387
TP53INP2,0.006774132350290955,387
KLK4,0.006753539605090344,387
MPP3,0.006748418867781907,387
EPG5,0.006722015116409699,387
CREM,0.00647318423768486,387
GABBR1,0.0064690319842137245,387
F10,0.006394414090668658,387
ELMO1,0.0063792402340670275,387
TBX2,0.006304773876668443,387
DOK2,0.0062943256638402344,387
ZNF880,0.0061291419055010555,387
SHOC2,0.006079693488531699,387
PPIP5K1,0.006012877263235243,387
SERPINB8,0.005993431635335626,387
TMEM223,0.005942988622684855,387
HEATR3,0.005903994223863892,387
EGFR,0.005889938037546063,387
FAAH,0.005610690380236474,387
NF1,0.005607195193160983,387
EGFL6,0.005091311260548893,387
TIMP3,0.005047647594296931,387
RBFA,0.0047045991156484295,387
CEP192,0.004686241246409997,387
SLC44A3,0.0045910307569685975,387
GTF2E2,0.004577218859540673,387
MEX3B,0.004484494983537288,387
EVPL,0.004470501422345544,387
SRD5A3,0.004425525779476451,387
UBLCP1,0.004413041933757258,387
TNFSF13B,0.004394209474178947,387
NPAT,0.004389569648385089,387
FAIM,0.004378123464720403,387
AGPAT5,0.004355701396601521,387
UBE2Q2,0.0043120625820404915,387
MAP3K12,0.004304040835673656,387
FRAT2,0.004281048203550016,387
MT-ND6,0.00412372883491633,387
HDHD2,0.004122128016799106,387
TMEM179B,0.004044435727323182,387
GPC6,0.004013959581337142,387
RHOQ,0.003977765150236745,387
SLC26A3,0.003842864969283835,387
PAG1,0.003829822661296822,387
AP4M1,0.0037767099012619917,387
ZNF20,0.003691057159042434,387
LAMTOR3,0.003665802590191351,387
NLRP3,0.00362985846518382,387
SHTN1,0.0035484777449476014,387
PCSK5,0.0034632920897095065,387
SH3BP4,0.0034622323338829955,387
CHST1,0.0034157054393450723,387
S100A3,0.003392885780257776,387
LTA4H,0.003361183315879851,387
ACSS2,0.003256176850839165,387
PCOLCE,0.003124363229345916,387
SIDT1,0.0030822847742712476,387
SOX12,0.0030604978353587203,387
TTI1,0.0030570848075142315,387
ZEB1,0.0030037087341994347,387
HCAR3,0.0029558311104906964,387
C5orf46,0.0029037523025131607,387
USE1,0.002901435997458286,387
GIT2,0.002867113365419931,387
PAK1IP1,0.002862505162255117,387
SIGLEC10,0.002769486007985038,387
PDZD8,0.0026629097238965414,387
CTSS,0.002572355813431635,387
SELPLG,0.002459591169041622,387
DHRS4L2,0.002438693747450171,387
PFDN1,0.002437209811435464,387
ALDH2,0.0023969048170456157,387
HEYL,0.0023734256762869108,387
DLL1,0.002286771759253507,387
LPCAT1,0.002268676470630765,387
ITPRIP,0.002228271194619476,387
IRF1,0.002170325917022858,387
DSC3,0.002035987163592452,387
CDKL2,0.0020139292091414453,387
ADGRE2,0.0019356426592061495,387
TPH1,0.0018873805140674044,387
SLC15A3,0.0018414222455323025,387
SLC9A7,0.0018390287549830543,387
FCRL3,0.0018385979956767502,387
ADAMTS2,0.0017717254838097972,387
GMDS,0.0016923343618220038,387
GCFC2,0.0015424405698187082,387
GNG4,0.0014126302967829068,387
METTL23,0.0014109081805588873,387
VPS37A,0.0013684339544517436,387
CORO2B,0.0012828722211105149,387
KCTD21,0.0012745266451298324,387
PTGIS,0.0012056843397182401,387
TM4SF18,0.0011907122430567935,387
S1PR4,0.0010444544135085906,387
PER1,0.001039569077285074,387
ZCCHC10,0.0009640733826916096,387
LSM1,0.0009057210733877382,387
RELB,0.0008982884659884146,387
PI3,0.0008823704873434151,387
PCSK1,0.0008282603062285592,387
NAA40,0.0007006523830537628,387
PRPF18,0.0006863636797807004,387
TRMT10A,0.0005847056060969932,387
HERC6,0.0005618506204742962,387
BDKRB2,0.00037900589362883333,387
RRS1,0.0003081143735287093,387
CMKLR1,0.00021668134444805196,387
RRM2B,6.577526099351899e-05,387
ATAT1,3.3093463654495524e-05,387
MEIS3,9.000225653140057e-06,387
JRKL,-1.4435186872045988e-05,387
IL18,-5.813974522085462e-05,387
ADGRB2,-0.00022712445167041644,387
POLD3,-0.00033599284939840964,387
APOD,-0.0003879736761407082,387
SHC2,-0.0003903829133559205,387
ARHGAP45,-0.0004954119559344494,387
ZNF844,-0.0005433565634556365,387
PRKCB,-0.0005669479495713155,387
MSX2,-0.0005936555454323566,387
TMEM53,-0.0006070052077364777,387
BRPF3,-0.0006268432414274212,387
SH2D1A,-0.00069900017678299,387
CEP57L1,-0.0007242816887860159,387
CCNQ,-0.0007332991894028644,387
LAMC1,-0.0007401105192041611,387
MCEMP1,-0.0007741058613964138,387
AK1,-0.0008140244150589411,387
P4HA3,-0.00083930984602145,387
RPP38,-0.0008747920529365668,387
COL5A3,-0.0009051957322300335,387
LSAMP,-0.0009191331087087242,387
ARHGDIB,-0.0010008343693254512,387
ZNF385D,-0.001011765041261758,387
MAP2K6,-0.001058283769125292,387
LCK,-0.0010786508198605512,387
PDCD1LG2,-0.0011067135733645657,387
OR51E1,-0.0011083676165353205,387
NAA20,-0.0011714436659842373,387
ANKEF1,-0.001199917069390036,387
ELK4,-0.001253584238568923,387
GGT5,-0.0012915137072526056,387
SDC2,-0.0013408914732139067,387
ACSS3,-0.0015072264313185887,387
PFKFB4,-0.0017387617972387422,387
SEPTIN11,-0.0018634672309198084,387
LY6G6C,-0.0020770156739979362,387
PEX26,-0.0021859573400483073,387
NSL1,-0.0022038254746826113,387
MIGA1,-0.002218929411930539,387
STRADB,-0.0022710062119100905,387
PLA2G10,-0.002334388810339243,387
CCDC112,-0.002446502105703375,387
EPB41L5,-0.0024531984784467438,387
ACVRL1,-0.0024778986301459763,387
EFHC1,-0.002519748829038312,387
CADM1,-0.002524811714386219,387
CCR7,-0.0025875273076511216,387
FUT1,-0.0026269362511596576,387
FAM114A1,-0.002682980486424345,387
SERPINB9,-0.0028258576692387787,387
RGS3,-0.0030230257984596633,387
LYRM7,-0.0030539218836955198,387
RELL2,-0.0030964685962913668,387
PKP2,-0.0032713176729209825,387
JARID2,-0.0033367358998831224,387
RGS14,-0.003469843954590004,387
SNX10,-0.003508268494822064,387
IL16,-0.003531685121249669,387
LY86,-0.0036009226541544605,387
TMEM98,-0.003602592756617662,387
MRPL1,-0.003676141499938883,387
HESX1,-0.0036768063704616066,387
QDPR,-0.0036852984223502538,387
APOBEC3G,-0.0037498661879432804,387
ZNF669,-0.0038988857829769163,387
PXDN,-0.003933845787260098,387
SLC9A6,-0.0040041430306867925,387
HSPA2,-0.004080009561079687,387
SAMD9L,-0.004344329795571636,387
GPR155,-0.004403765381025503,387
TMEM132A,-0.004500396326783285,387
LRRC31,-0.004814766772654557,387
LAPTM5,-0.004824200918910243,387
RYR2,-0.004877961258758853,387
DGAT1,-0.004973226421592661,387
GSN,-0.004985646522596001,387
ZNF704,-0.0050078001647663505,387
TAGAP,-0.005020113851809757,387
LCP1,-0.005053492236634552,387
SEMA4G,-0.0052018891731814695,387
VAV1,-0.005232311721965827,387
IL4I1,-0.005266340403636962,387
UBE2L6,-0.005308375830457185,387
STBD1,-0.0053809083996314445,387
FUT6,-0.00542126932826412,387
PALLD,-0.005423484633757815,387
PRKRIP1,-0.005500511531904213,387
ETHE1,-0.005578851556621695,387
CLIC6,-0.005719863274010564,387
NT5M,-0.005741975650481119,387
IL7,-0.005751684083334492,387
TBC1D9,-0.005805392805737247,387
NDRG1,-0.005939825799594939,387
FCGR2B,-0.005990399920950342,387
STOM,-0.006018821249796092,387
ZNF528,-0.006085494448491637,387
THAP1,-0.0061592111607612675,387
CSTA,-0.006166814849401808,387
SERTAD3,-0.006413529575794133,387
ZNF117,-0.006431561513523035,387
BEX3,-0.0064435119108729065,387
CCDC180,-0.006459838344296615,387
HS3ST3B1,-0.006494645177804927,387
PARP6,-0.006533110567622852,387
CD72,-0.006593455113656116,387
USP32,-0.006723945740999305,387
ZSCAN26,-0.0067245894389910766,387
AK6,-0.006754760344465475,387
THNSL2,-0.006875994861675898,387
XYLT2,-0.006892430756491643,387
SAAL1,-0.006962799867557468,387
CLEC14A,-0.006971545115306874,387
SERPINE2,-0.007024536453992099,387
RTKN2,-0.007089209502769631,387
CFAP69,-0.007103816162713858,387
GRAMD2A,-0.007184554584088898,387
LCA5,-0.007270016499970927,387
DUSP5,-0.007305150637643188,387
TOR4A,-0.007402227849081519,387
COPS7B,-0.007517224144568947,387
RPP40,-0.007519743164795389,387
NFKB2,-0.007585844876275704,387
NKX2-3,-0.007610678755350415,387
ANKRD50,-0.007647780647306366,387
KANSL2,-0.007666705951695886,387
AVPR1A,-0.007683325180539437,387
CNPY4,-0.00769038912107919,387
STC2,-0.007745911179272772,387
TEFM,-0.0077540653041757255,387
RIC8B,-0.0077747188936214675,387
HAPLN3,-0.007838617973981889,387
RNF146,-0.007870222168486497,387
ESCO2,-0.00790852006317237,387
MTX2,-0.007937561641511756,387
ATAD5,-0.007977188207740965,387
MMP13,-0.008274613738969375,387
S100A2,-0.008329526327681401,387
TMEM45A,-0.00834087244935038,387
CFH,-0.008342884161600546,387
SOX11,-0.008350726535646488,387
STMN3,-0.00838534011103788,387
DLC1,-0.008478780299379006,387
PIK3AP1,-0.008541157713123353,387
PREX2,-0.008566036652984978,387
SLC20A2,-0.008620583981225205,387
PLLP,-0.008692793364453591,387
SLC66A3,-0.00869591887211202,387
FGD1,-0.008709422203640549,387
SPATA2,-0.008805183534330416,387
PFKP,-0.008814320417835017,387
MPHOSPH10,-0.009095278884675352,387
ARMCX2,-0.009118763038870714,387
PLOD1,-0.009165206660794348,387
B3GALNT1,-0.009204413317267957,387
NFYB,-0.009260426638338898,387
ITGBL1,-0.009349553664172673,387
RAB3B,-0.009432316140827216,387
MATN2,-0.009487939992844604,387
CDHR5,-0.009523628338645515,387
DNM3,-0.00952883923321472,387
DPF2,-0.009593870396479312,387
NCDN,-0.00973610508291831,387
ATF3,-0.009793267480522228,387
CXCL10,-0.00990769651536498,387
CAPRIN2,-0.010228202036448433,387
SEMA3B,-0.010234245200686982,387
GDNF,-0.010263070957811394,387
NUDCD1,-0.01028119913911305,387
CD40,-0.010409848058786126,387
CTSL,-0.010419389524891012,387
PARD6B,-0.010493601478032423,387
IL22RA1,-0.010551530612964133,387
OAT,-0.010577097381206005,387
VCAN,-0.010613002884039357,387
SPRY1,-0.0106518151180909,387
RNF208,-0.01080797748081284,387
TRIM22,-0.010937485436012641,387
SORCS2,-0.0110005185689137,387
MMP3,-0.011004005972645411,387
HBB,-0.011008253842605306,387
INTS5,-0.011023514774472653,387
LIFR,-0.011099715909196475,387
SMIM3,-0.0111034098942434,387
EXOSC1,-0.011166732795686194,387
HEG1,-0.011264153103331408,387
CDC42BPG,-0.011293830223161366,387
TNFSF12,-0.011358720013147878,387
POU2F2,-0.011391429364049296,387
BBS2,-0.011490672410999256,387
S100A4,-0.011546304687067844,387
USP8,-0.011604166547032361,387
SLC17A4,-0.011725996225483858,387
LRP11,-0.0120376548227768,387
CD86,-0.012039279302861089,387
IL6ST,-0.012129777269747937,387
COL22A1,-0.012157517560938916,387
NPL,-0.012209477283475564,387
NEU4,-0.012222730518556251,387
RCE1,-0.012297486209929783,387
AGMAT,-0.012408096914193176,387
NRCAM,-0.01265190181072074,387
TBC1D2,-0.01274251345481431,387
COA7,-0.012836957486676962,387
CCDC191,-0.012840222368312988,387
CCAR2,-0.012869383744378703,387
FAT1,-0.012889375955241847,387
CD53,-0.012945687883307005,387
C1QB,-0.013082533351459622,387
ITGB8,-0.01312483265779613,387
TMEM126A,-0.013139356235538448,387
ARHGEF38,-0.013170220122125747,387
HCK,-0.013296655263407326,387
RGMB,-0.01330683236121009,387
COPS4,-0.013529420145216214,387
ZBTB10,-0.01355186077415706,387
EDN3,-0.013571565167730155,387
DENND10,-0.013633551374425883,387
EIF1AD,-0.01367325202916092,387
VSIG4,-0.013706411299434229,387
PYM1,-0.01379539078537285,387
LPIN2,-0.013819174078098092,387
DCBLD1,-0.013828884172412547,387
JCAD,-0.0138899218267872,387
BMP1,-0.013903744471511062,387
HADH,-0.014161844303208559,387
TMEM18,-0.014204828987500475,387
MUSTN1,-0.014291275307513594,387
IBSP,-0.014303240360696487,387
TPST1,-0.01433240011765464,387
GFPT2,-0.014357693825826297,387
CCDC184,-0.014420270768106149,387
ADORA3,-0.014477917846251962,387
GLIS2,-0.014513543214110408,387
NAV1,-0.014538815999730944,387
SH3TC1,-0.014637734322354847,387
GPRIN1,-0.014692272598864279,387
LDHD,-0.01478790619676438,387
DNAJC22,-0.014843133661186421,387
CACNB2,-0.01507920317184992,387
DPCD,-0.015221922593158983,387
ACTL10,-0.015406583226528357,387
PCNX2,-0.0154498448439413,387
PYROXD1,-0.015537787132345876,387
ZNF768,-0.015561660079472173,387
CENPM,-0.015708959694905246,387
TMEM88,-0.01576674267608182,387
BORCS8,-0.01576876972782821,387
ACAD10,-0.015776782605516657,387
CHST11,-0.015781797219352613,387
RNF183,-0.016106388055179402,387
ANK3,-0.016146079459861618,387
TUBB3,-0.016206728922217948,387
MT-ND5,-0.016245170263166155,387
CCDC146,-0.016364959604118403,387
FMO5,-0.01638443926251524,387
OTUD7A,-0.0165737738943287,387
PSTK,-0.016628517463219295,387
ZNF48,-0.016841519465043548,387
GLB1,-0.016891568440558613,387
TBCCD1,-0.01692406127018638,387
SLC7A11,-0.016990132485484945,387
UTP15,-0.017032122805722,387
IL1R2,-0.017050038168527005,387
THAP8,-0.017125801998724294,387
PLCB3,-0.017207999682154383,387
PITPNB,-0.01723767721828337,387
DHDDS,-0.01728684524922171,387
BRIP1,-0.017302084739293736,387
PLAT,-0.017332527123470592,387
CYB5A,-0.01775363216409036,387
EHD2,-0.01781396634958481,387
MID1,-0.017835569587933246,387
GKAP1,-0.017865167770504824,387
GPR183,-0.01796797862795853,387
TTC19,-0.01800866712265181,387
IL15RA,-0.0181859699251417,387
ZNF490,-0.018334441923524597,387
NMU,-0.018405074640622226,387
CD163,-0.01841835131678938,387
PTPRG,-0.01845822190391024,387
C6orf47,-0.01848305909135204,387
NUDT18,-0.018522362218444152,387
HOMEZ,-0.018537714229525205,387
F13A1,-0.01857274490311262,387
ETNK1,-0.01881099497589243,387
THEMIS2,-0.018852826389577925,387
HMHB1,-0.018904019245090754,387
AXL,-0.01897985898388044,387
ITIH5,-0.019024737590313357,387
LIAS,-0.01915570732879654,387
TSPYL4,-0.019186743017988526,387
TFF2,-0.019199095351636625,387
PTRHD1,-0.019378468945402485,387
SMG8,-0.019382201010634318,387
NKD1,-0.01952600319490387,387
ADK,-0.01971986923345004,387
SNX24,-0.019812392299111924,387
DLL4,-0.01983807128937279,387
FAM161B,-0.01992758717874726,387
GNPNAT1,-0.020026662019715737,387
HSH2D,-0.020201571084015397,387
TMEM129,-0.0203225599814478,387
CES1,-0.020328869785179515,387
PDE4B,-0.02034154543720325,387
HECW2,-0.02044649625750021,387
EFS,-0.02045369453285035,387
GNAL,-0.020472430224617533,387
CKMT1A,-0.02048424172125376,387
AGAP1,-0.020501236835696667,387
RETSAT,-0.02056161354721605,387
