dataset_id,technology,organ,species,target_gene,status,n_cells,n_types,n_ligands_used,radius,alpha,r2_genius,r2_silly,r2_abundance,ridge_r2_genius,ridge_r2_silly,ridge_r2_abundance,feature_col_pearson_silly,feature_col_pearson_abund,silly_coef_pearson,silly_coef_cosine,silly_coef_mae,silly_coef_rmse,silly_support_jaccard,silly_sign_agreement,silly_n_nonzero_genius,silly_n_nonzero_other,silly_both_zero_frac,silly_degenerate_both_zero,abund_coef_pearson,abund_coef_cosine,abund_coef_mae,abund_coef_rmse,abund_support_jaccard,abund_sign_agreement,abund_n_nonzero_genius,abund_n_nonzero_other,abund_both_zero_frac,abund_degenerate_both_zero,ridge_silly_coef_pearson,ridge_silly_coef_cosine,ridge_silly_coef_mae,ridge_silly_coef_rmse,ridge_silly_support_jaccard,ridge_silly_sign_agreement,ridge_silly_n_nonzero_genius,ridge_silly_n_nonzero_other,ridge_silly_both_zero_frac,ridge_silly_degenerate_both_zero,ridge_abund_coef_pearson,ridge_abund_coef_cosine,ridge_abund_coef_mae,ridge_abund_coef_rmse,ridge_abund_support_jaccard,ridge_abund_sign_agreement,ridge_abund_n_nonzero_genius,ridge_abund_n_nonzero_other,ridge_abund_both_zero_frac,ridge_abund_degenerate_both_zero
human_tonsil_slidetags,SlideTags,tonsil,human,MYO1E,ok,5778,11,30,213.62723064982163,0.0032884212434160106,0.1559923045848196,0.3648986976424725,0.1528716194489731,0.16149348653653317,0.3696802702839638,0.15287120145467503,0.3464126776488276,0.2734506450601517,0.1096552447258921,0.11002343572554936,5.567398679605072,8.519148338852064,0.48,0.6666666666666666,25,12,0.16666666666666666,False,-0.158153313670231,-0.15784860480077267,5.223848893752622,8.215654032491738,0.04,0.0,25,1,0.16666666666666666,False,-0.05528958340964976,-0.05740480389645674,54.393504073268396,94.29310312261052,1.0,0.43333333333333335,30,30,0.0,False,,-0.033330455796691985,12.539612806396823,17.274705863714022,1.0,0.43333333333333335,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,FOXO1,ok,5778,11,30,213.62723064982163,0.0028851199373719524,0.030802887732410245,0.0376309901895151,0.00044827382379075686,0.030724992261146555,0.056153939383911555,0.0004483485287348765,0.3464126776488276,0.2734506450601517,0.3115986856365741,0.31259931476969005,3.5462482138766016,5.977621785290366,0.32,0.5,22,11,0.16666666666666666,False,0.005571344646715114,-1.848467720582798e-15,1.132231558127006,1.788384128599784,0.0,,22,1,0.23333333333333334,False,-0.043905732561964936,-0.04013844563762413,47.26498935035019,68.13357069831795,1.0,0.4666666666666667,30,30,0.0,False,,-0.013911445066866411,1.1897469331978454,1.5929763746197165,1.0,0.5,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,UTRN,ok,5778,11,30,213.62723064982163,0.0022436168779892468,0.08559603525663328,0.1786763350496171,0.1250125251231614,0.0895079234383167,0.2011723417879704,0.12501216102710633,0.3464126776488276,0.2734506450601517,0.22001254197021686,0.2183775344116577,3.1632607785079276,4.640355987328131,0.34615384615384615,0.5555555555555556,23,12,0.13333333333333333,False,-0.22970959567689705,-0.22350659863359038,3.2617500426021593,4.563840374323458,0.043478260869565216,0.0,23,1,0.23333333333333334,False,-0.02440616466915166,-0.026491748704220306,93.57407564181604,164.5504443998429,1.0,0.5,30,30,0.0,False,,-0.02434716009961139,9.1522621725812,11.75169684641103,1.0,0.5,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,PPP3CA,ok,5778,11,30,213.62723064982163,0.005949911841925477,0.07571954919138935,0.22742195588675418,0.060373634266998044,0.08090934801807803,0.22993973787632904,0.06037374542724594,0.3464126776488276,0.2734506450601517,0.14790276577499742,0.14677534349651894,1.448945664386009,2.6091722501440486,0.2,0.5,16,8,0.3333333333333333,False,0.002165316871110199,3.5497493180380326e-16,1.0220588777397273,1.7645183796042363,0.0,,16,1,0.43333333333333335,False,0.0037407762817383283,0.00623423666439366,16.40166442007638,25.912520158333926,1.0,0.6,30,30,0.0,False,,-0.014297660686418566,6.526634088112188,8.230296558032752,1.0,0.5333333333333333,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,ADK,ok,5778,11,30,213.62723064982163,0.00187618309895344,0.0620589065659084,0.14360630325130153,0.0601320057526068,0.0638535828114345,0.14737114906319804,0.06013183649449505,0.3464126776488276,0.2734506450601517,-0.1831341832751307,-0.18481380240542428,4.593368153399984,6.696541241191029,0.32142857142857145,0.3333333333333333,27,10,0.06666666666666667,False,0.01644177987899933,0.022157668628458596,3.9604532636240415,5.952460273625935,0.037037037037037035,1.0,27,1,0.1,False,0.07840847317372618,0.07286870182915321,12.804168242389068,22.378169164827305,1.0,0.5666666666666667,30,30,0.0,False,,0.017805761188982916,6.480069707062994,9.074264467979091,1.0,0.5333333333333333,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,CELF2,ok,5778,11,30,213.62723064982163,0.0023810020385772496,0.12763163706668446,0.24469359671240598,0.13808811264594334,0.13052576805602034,0.2594871232216296,0.13808770831175599,0.3464126776488276,0.2734506450601517,-0.10065563309272055,-0.10393478706847585,8.318619653240043,11.742732959785302,0.4482758620689655,0.5384615384615384,25,17,0.03333333333333333,False,-0.15956732605825433,-0.162524859098528,5.233867163382644,7.964630805700921,0.04,0.0,25,1,0.16666666666666666,False,-0.03993612112596247,-0.046503249132560466,31.572501274148554,47.99734526349067,1.0,0.5333333333333333,30,30,0.0,False,,-0.037646035987027454,9.357098731459034,13.561643572657943,1.0,0.5,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,BCL2,ok,5778,11,30,213.62723064982163,0.0021496707575430697,0.05785131209004468,0.1440168010042352,0.05643315482588562,0.05978362920899971,0.1538658296310036,0.05643259827623415,0.3464126776488276,0.2734506450601517,-0.0331805453193937,-0.03400787917412142,7.436543006246842,10.716661736156507,0.6785714285714286,0.5263157894736842,27,20,0.06666666666666667,False,-0.08477269191991287,-0.08170559512045093,3.982139956707138,5.329565934713846,0.037037037037037035,0.0,27,1,0.1,False,0.0611674041966373,0.06088063061093066,29.98058582243001,51.74078593047172,1.0,0.6,30,30,0.0,False,,-0.0017892517588636897,7.14721371894521,9.539533492463882,1.0,0.5,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,SETBP1,ok,5778,11,30,213.62723064982163,0.001532926424598463,0.06406255971229069,0.24279331890417366,0.03652072544443408,0.06585802631047932,0.25138390398932375,0.03652036459477315,0.3464126776488276,0.2734506450601517,-0.08212403306148142,-0.08178993953116144,5.736040192817531,7.919297223386972,0.42857142857142855,0.3333333333333333,27,13,0.06666666666666667,False,0.042857361299155336,0.04107911966447678,4.63725878794533,6.501333861066875,0.037037037037037035,1.0,27,1,0.1,False,-0.06654384710060597,-0.06448440003719375,70.17594760519935,131.46148887956187,1.0,0.5,30,30,0.0,False,,-0.0354533701426807,8.425742706256084,10.688441961087348,1.0,0.4666666666666667,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,MAML3,ok,5778,11,30,213.62723064982163,0.0034377748370524744,0.1303324941294134,0.22308019384921352,0.10030868011763139,0.1360100423884002,0.23116080176489617,0.10030842748406199,0.3464126776488276,0.2734506450601517,0.21354080442790113,0.21344961098764456,4.321378820236431,6.683176587582839,0.25,0.5714285714285714,27,8,0.06666666666666667,False,-0.10730697852913625,-0.10574246616696428,4.244404669747982,6.708915647015672,0.037037037037037035,0.0,27,1,0.1,False,-0.0244286573453765,-0.02641036477551676,77.3809431212217,134.78370785182528,1.0,0.5,30,30,0.0,False,,-0.031200538062172562,13.354669389498165,18.23472675502144,1.0,0.43333333333333335,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,IGHM,skipped_weak_genius,5778,11,30,213.62723064982163,0.10031728920091341,0.005520842003240545,0.020075638949136998,4.193008190434e-06,0.005946234377384396,0.028976166584906426,3.1522228046698686e-05,0.3464126776488276,0.2734506450601517,0.2846850923403256,0.28178832422049105,0.2605084949256167,0.5757585493437223,0.1,1.0,7,4,0.6666666666666666,False,-0.005385522669663039,-6.072491983117342e-14,0.1320836998042817,0.3389867789528258,0.0,,7,1,0.7333333333333333,False,-0.05292225620515459,-0.05040458973056495,12.031006332185834,16.54707654518163,1.0,0.6333333333333333,30,30,0.0,False,,-0.004693364476880579,0.22777235279573593,0.26751318614898567,1.0,0.5666666666666667,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,ANK3,ok,5778,11,30,213.62723064982163,0.0022610479072885377,0.10855693521331566,0.2668519111212081,0.06589446907056762,0.11028142156347265,0.2798892408294421,0.06589428385837459,0.3464126776488276,0.2734506450601517,0.012989202341405177,0.013343213475695675,9.143685843919183,11.917105120275156,0.3793103448275862,0.5454545454545454,28,12,0.03333333333333333,False,-0.006911369843145575,-0.00833835447264688,6.969297039790146,9.428311708132194,0.03571428571428571,0.0,28,1,0.06666666666666667,False,0.023178937797767776,0.02250817542855353,58.41762208022952,102.43027101642282,1.0,0.5,30,30,0.0,False,,-0.019486077646829737,10.00405248253698,13.538892034572047,1.0,0.5333333333333333,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,AUTS2,ok,5778,11,30,213.62723064982163,0.004714525682761654,0.04632956289448786,0.1896875828224326,0.06564925187818893,0.05150480876932251,0.20243219471481033,0.06564875877591769,0.3464126776488276,0.2734506450601517,-0.1349579336613186,-0.13537743660304805,2.103522761729572,3.3785059996079134,0.2727272727272727,0.16666666666666666,18,10,0.26666666666666666,False,0.0021936807751590784,-6.298631633739306e-16,1.0724584828180914,1.7085257713469186,0.0,,18,1,0.36666666666666664,False,-0.0469557373741621,-0.058064948150098925,22.544021432319358,30.195068532699498,1.0,0.36666666666666664,30,30,0.0,False,,-0.05264644607385459,8.198955832487671,10.376744219169423,1.0,0.4,30,30,0.0,False
human_tonsil_slidetags,SlideTags,tonsil,human,CAMK1D,ok,5778,11,30,213.62723064982163,0.0036838132631444257,0.12014857791909161,0.26448857991049957,0.12556488781346364,0.12314666774274885,0.26728464390845397,0.1255646106722832,0.3464126776488276,0.2734506450601517,-0.06362995580347452,-0.06386877402626515,2.6892054556186835,4.646241781631513,0.30434782608695654,0.5714285714285714,20,10,0.23333333333333334,False,-0.24051523696863691,-0.23332900064309667,1.7440451825192083,3.1714140920921,0.05,0.0,20,1,0.3333333333333333,False,0.037057583224580574,0.03746307317655383,23.513210984759606,42.181872737918006,1.0,0.6666666666666666,30,30,0.0,False,,-0.016077213653234276,4.190982789729306,5.289369218961766,1.0,0.4666666666666667,30,30,0.0,False
